;CowCode;Date;Customer number;BW Delta Process: Up;Base price;Price Modifier Fat;Subsidy Area;Farm Price Per Liter;Content Bacteria Cou;Content Lactose Perc;Income Per Day Per C;Subsidy Per Liter;Price Modifier Prote;Record Update Date;Records source;Sample Type;Record Insert Date;Cow Name;Price High;Days Milking;Average daily milkin;Average daily produc;Content Cell count;Content fat percent;Content fat per prot;Content protein perc;Content urea percent;Farm average product;Feeding total;Content Freezing Poi;Content FFA;Content VHBI;Content Fat Per Prot;Feeding minutes tota;Feed per milk ratio;Feed usage percent f;Feed usage percent f;Leftover total;Milking Last 24 hour;Production change;Production today;Production Yesterday;Passess Last 24 h;Total today;Total production fro;Max Analysis date;Analyis Date;Price date;Last Content Cell Co;Last Content Fat Per;Last Content Protein;Last Content Urea Pe;Weight average;Production period;Price Low;Price Average;Purchased feed cost;Weight Average Diffe;Feeding forecast
16;10,Kimara,VMS lehmät 2,2,144,,45.97,47.00,2.7,95,0;20170211;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
17;10,Kimara,VMS lehmät 2,2,145,,44.92,46.95,2.9,89,0;20170212;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
18;101,Miksu,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
19;101,Miksu,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
20;101,Miksu,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
21;101,Miksu,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
22;101,Miksu,Hiehot 2,0,,,,,0.0,0,;20170124;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
23;101,Miksu,Hiehot 2,0,,,,,0.0,0,;20170209;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
24;101,Miksu,Hiehot 2,0,,,,,0.0,0,;20170210;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
25;101,Miksu,Hiehot 2,0,,,,,0.0,0,;20170211;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
26;101,Miksu,Hiehot 2,0,,,,,0.0,0,;20170212;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
27;103,Milkki,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
28;103,Milkki,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
29;103,Milkki,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
30;103,Milkki,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
31;103,Milkki,Hiehot 2,0,,,,,0.0,0,;20170124;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
32;103,Milkki,Hiehot 2,0,,,,,0.0,0,;20170209;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
33;103,Milkki,Hiehot 2,0,,,,,0.0,0,;20170210;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
34;103,Milkki,Hiehot 2,0,,,,,0.0,0,;20170211;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
35;103,Milkki,Hiehot 2,0,,,,,0.0,0,;20170212;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
36;104,Miisi,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
37;104,Miisi,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
38;104,Miisi,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
39;104,Miisi,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
40;104,Miisi,Hiehot 2,0,,,,,0.0,0,;20170124;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
41;104,Miisi,Hiehot 2,0,,,,,0.0,0,;20170209;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
42;104,Miisi,Hiehot 2,0,,,,,0.0,0,;20170210;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
43;104,Miisi,Hiehot 2,0,,,,,0.0,0,;20170211;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
44;104,Miisi,Hiehot 2,0,,,,,0.0,0,;20170212;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
45;105,Mittumaari,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
46;105,Mittumaari,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
47;105,Mittumaari,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
48;105,Mittumaari,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
49;105,Mittumaari,Hiehot 2,0,,,,,0.0,0,;20170124;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
50;105,Mittumaari,Hiehot 2,0,,,,,0.0,0,;20170209;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
51;105,Mittumaari,Hiehot 2,0,,,,,0.0,0,;20170210;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
52;105,Mittumaari,Hiehot 2,0,,,,,0.0,0,;20170211;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
